timestamp,tram_id,station_id,passenger_load,weather,incident_flag,delay_minutes
2026-01-23 09:44:00,TR008,Agdal,112,clear,0,1.43
2026-01-23 10:41:00,TR002,Hassan II,141,clear,0,0.97
2026-01-23 09:45:00,TR007,Agdal,65,clear,0,0.94
2026-01-23 20:46:00,TR003,Sidi Maarouf,112,clear,0,1.55
2026-01-23 05:54:00,TR010,Sidi Maarouf,141,rain,0,2.11
2026-01-23 22:57:00,TR008,Maarif,116,rain,0,2.63
2026-01-23 12:48:00,TR008,Bourgogne,63,clear,0,1.81
2026-01-23 16:39:00,TR007,Massira,131,rain,0,1.58
2026-01-23 20:04:00,TR002,Massira,147,rain,0,1.79
2026-01-23 07:07:00,TR010,Massira,273,clear,0,3.85
2026-01-23 05:28:00,TR009,Massira,147,clear,0,0.64
2026-01-23 22:20:00,TR002,Bourgogne,86,clear,0,1.63
2026-01-23 16:41:00,TR009,Hassan II,95,clear,0,1.99
2026-01-23 05:10:00,TR001,Racine,85,clear,0,1.03
2026-01-23 20:57:00,TR008,Bourgogne,147,clear,0,2.82
2026-01-23 05:41:00,TR009,Maarif,74,clear,0,1.82
2026-01-23 18:36:00,TR006,Massira,238,rain,0,4.89
2026-01-23 11:13:00,TR001,Agdal,129,rain,0,1.44
2026-01-23 21:20:00,TR010,Bourgogne,135,rain,0,2.17
2026-01-23 14:53:00,TR005,Sidi Maarouf,144,rain,0,2.67
2026-01-23 07:10:00,TR001,Massira,86,clear,0,2.44
2026-01-23 17:01:00,TR007,Hassan II,210,rain,0,4.44
2026-01-23 12:56:00,TR003,Massira,111,clear,0,2.03
2026-01-23 10:39:00,TR008,Massira,54,clear,0,0.57
2026-01-23 14:44:00,TR002,Bourgogne,64,clear,0,1.35
2026-01-23 05:10:00,TR010,Racine,111,clear,0,1.58
2026-01-23 08:37:00,TR005,Maarif,218,clear,0,3.95
2026-01-23 11:58:00,TR006,Maarif,99,clear,1,9.57
2026-01-23 20:51:00,TR009,Bourgogne,116,clear,0,1.97
2026-01-23 20:54:00,TR003,Racine,147,clear,0,1.94
2026-01-23 21:12:00,TR010,Hassan II,130,clear,0,1.02
2026-01-23 08:35:00,TR003,Racine,196,rain,0,3.27
2026-01-23 14:16:00,TR009,Racine,107,clear,0,1.37
2026-01-23 14:48:00,TR010,Place Mohammed V,142,clear,0,1.38
2026-01-23 21:47:00,TR009,Racine,119,clear,0,1.2
2026-01-23 21:28:00,TR009,Sidi Maarouf,71,rain,0,2.11
2026-01-23 12:53:00,TR001,Hassan II,131,rain,1,11.84
2026-01-23 20:06:00,TR004,Agdal,82,clear,0,1.87
2026-01-23 11:36:00,TR010,Bourgogne,88,clear,0,2.04
2026-01-23 19:08:00,TR004,Sidi Maarouf,105,clear,0,2.42
2026-01-23 20:33:00,TR006,Maarif,64,clear,0,0.96
2026-01-23 12:09:00,TR001,Massira,138,rain,0,2.48
2026-01-23 20:15:00,TR004,Massira,95,clear,0,1.72
2026-01-23 21:56:00,TR007,Hassan II,109,clear,0,1.92
2026-01-23 07:45:00,TR001,Maarif,81,clear,0,2.37
2026-01-23 14:47:00,TR006,Agdal,95,clear,0,2.25
2026-01-23 14:48:00,TR010,Racine,75,clear,0,1.94
2026-01-23 19:46:00,TR007,Place Mohammed V,93,clear,0,2.41
2026-01-23 11:22:00,TR008,Sidi Maarouf,56,clear,0,1.68
2026-01-23 19:33:00,TR006,Maarif,63,clear,0,1.17
2026-01-23 10:08:00,TR003,Massira,104,clear,0,1.26
2026-01-23 20:23:00,TR006,Massira,123,clear,0,0.83
2026-01-23 05:23:00,TR007,Massira,69,clear,0,1.31
2026-01-23 19:25:00,TR004,Sidi Maarouf,149,rain,0,1.38
2026-01-23 05:20:00,TR003,Bourgogne,64,clear,0,1.21
2026-01-23 11:14:00,TR004,Place Mohammed V,86,rain,0,2.47
2026-01-23 19:50:00,TR008,Racine,138,rain,0,2.01
2026-01-23 09:46:00,TR005,Agdal,60,rain,0,1.9
2026-01-23 14:35:00,TR009,Agdal,133,clear,0,0.52
2026-01-23 15:19:00,TR005,Agdal,110,clear,1,6.6
2026-01-23 21:48:00,TR001,Agdal,100,clear,0,1.27
2026-01-23 22:42:00,TR005,Racine,144,clear,0,1.71
2026-01-23 19:51:00,TR007,Place Mohammed V,57,rain,0,1.16
2026-01-23 12:06:00,TR008,Bourgogne,123,clear,0,1.59
2026-01-23 22:56:00,TR001,Agdal,97,clear,0,1.58
2026-01-23 18:00:00,TR002,Hassan II,122,clear,0,2.85
2026-01-23 11:36:00,TR006,Place Mohammed V,72,clear,0,1.11
2026-01-23 16:50:00,TR008,Maarif,64,clear,0,0.72
2026-01-23 21:13:00,TR001,Place Mohammed V,123,rain,0,2.05
2026-01-23 16:04:00,TR005,Hassan II,61,clear,0,1.43
2026-01-23 05:20:00,TR007,Bourgogne,72,clear,0,0.68
2026-01-23 10:23:00,TR005,Agdal,70,clear,0,1.7
2026-01-23 06:45:00,TR005,Place Mohammed V,85,clear,0,0.94
2026-01-23 22:42:00,TR004,Bourgogne,62,clear,0,1.22
2026-01-23 14:18:00,TR008,Hassan II,62,clear,0,1.76
2026-01-23 11:17:00,TR006,Sidi Maarouf,91,rain,0,2.57
2026-01-23 07:25:00,TR002,Sidi Maarouf,196,clear,0,2.35
2026-01-23 15:30:00,TR002,Massira,70,clear,0,2.11
2026-01-23 17:49:00,TR010,Hassan II,113,clear,0,3.51
2026-01-23 16:39:00,TR003,Massira,95,clear,0,0.69
2026-01-23 12:04:00,TR004,Bourgogne,117,clear,0,1.78
2026-01-23 11:20:00,TR005,Place Mohammed V,107,clear,0,2.34
2026-01-23 09:46:00,TR004,Sidi Maarouf,96,clear,0,1.71
2026-01-23 08:56:00,TR009,Racine,72,clear,0,3.31
2026-01-23 21:52:00,TR005,Place Mohammed V,65,clear,0,1.57
2026-01-23 17:49:00,TR004,Maarif,268,clear,0,3.42
2026-01-23 10:41:00,TR010,Massira,109,rain,0,2.61
2026-01-23 07:13:00,TR001,Place Mohammed V,116,rain,0,3.31
2026-01-23 09:25:00,TR002,Place Mohammed V,74,clear,0,1.12
2026-01-23 11:20:00,TR001,Sidi Maarouf,101,clear,0,1.31
2026-01-23 22:15:00,TR008,Racine,81,clear,0,1.0
2026-01-23 16:02:00,TR004,Place Mohammed V,132,clear,0,1.22
2026-01-23 08:09:00,TR002,Agdal,287,clear,0,3.4
2026-01-23 11:59:00,TR001,Bourgogne,87,clear,0,1.44
2026-01-23 13:29:00,TR003,Massira,104,clear,0,1.99
2026-01-23 20:00:00,TR006,Place Mohammed V,114,clear,0,0.9
2026-01-23 10:07:00,TR005,Agdal,104,clear,0,1.76
2026-01-23 14:13:00,TR002,Sidi Maarouf,70,rain,0,2.35
2026-01-23 08:51:00,TR009,Racine,70,rain,0,3.03
2026-01-23 12:46:00,TR008,Sidi Maarouf,118,clear,0,1.39
2026-01-23 22:20:00,TR009,Racine,54,clear,0,1.55
2026-01-23 12:21:00,TR004,Agdal,54,clear,0,1.44
2026-01-23 18:55:00,TR001,Maarif,127,clear,1,9.73
2026-01-23 18:00:00,TR002,Place Mohammed V,230,rain,0,3.86
2026-01-23 07:03:00,TR010,Maarif,299,clear,0,3.88
2026-01-23 07:01:00,TR004,Agdal,81,clear,0,2.85
2026-01-23 14:57:00,TR005,Place Mohammed V,71,rain,0,1.37
2026-01-23 06:27:00,TR002,Racine,93,clear,0,1.62
2026-01-23 07:15:00,TR006,Racine,155,clear,0,4.0
2026-01-23 12:52:00,TR005,Bourgogne,59,clear,0,2.27
2026-01-23 22:15:00,TR009,Place Mohammed V,130,clear,0,1.97
2026-01-23 16:37:00,TR005,Massira,53,clear,0,1.16
2026-01-23 08:07:00,TR010,Place Mohammed V,106,clear,0,3.04
2026-01-23 16:37:00,TR007,Bourgogne,104,clear,0,2.76
2026-01-23 08:30:00,TR003,Racine,199,clear,0,2.53
2026-01-23 08:02:00,TR010,Bourgogne,162,clear,0,2.94
2026-01-23 15:59:00,TR009,Massira,96,clear,0,0.82
2026-01-23 05:49:00,TR007,Hassan II,52,clear,0,1.24
2026-01-23 20:21:00,TR001,Maarif,118,rain,0,2.59
2026-01-23 15:37:00,TR001,Place Mohammed V,88,clear,0,1.95
2026-01-23 21:24:00,TR006,Sidi Maarouf,85,clear,0,1.89
2026-01-23 20:05:00,TR010,Place Mohammed V,129,clear,0,1.26
2026-01-23 08:15:00,TR009,Racine,227,clear,0,4.06
2026-01-23 19:55:00,TR002,Place Mohammed V,63,clear,1,7.89
2026-01-23 12:04:00,TR008,Agdal,82,clear,0,0.87
2026-01-23 05:27:00,TR010,Agdal,107,clear,0,2.59
2026-01-23 19:01:00,TR006,Maarif,147,rain,0,2.67
2026-01-23 09:02:00,TR007,Sidi Maarouf,112,clear,0,1.56
2026-01-23 15:03:00,TR004,Place Mohammed V,63,clear,0,2.03
2026-01-23 22:47:00,TR010,Hassan II,146,clear,0,1.1
2026-01-23 13:27:00,TR002,Place Mohammed V,141,rain,0,1.14
2026-01-23 11:25:00,TR008,Massira,56,clear,0,2.77
2026-01-23 11:05:00,TR007,Racine,68,rain,0,2.29
2026-01-23 20:23:00,TR007,Hassan II,144,clear,0,1.2
2026-01-23 08:46:00,TR004,Hassan II,238,clear,0,3.84
2026-01-23 20:42:00,TR006,Massira,122,clear,0,1.25
2026-01-23 14:05:00,TR010,Racine,90,clear,0,2.0
2026-01-23 20:30:00,TR009,Massira,82,clear,0,2.1
2026-01-23 15:39:00,TR007,Agdal,112,clear,0,0.94
2026-01-23 12:39:00,TR006,Agdal,66,rain,0,1.59
2026-01-23 14:17:00,TR001,Place Mohammed V,87,clear,0,1.92
2026-01-23 12:03:00,TR003,Agdal,137,clear,1,11.56
2026-01-23 17:42:00,TR003,Massira,173,rain,0,3.05
2026-01-23 09:24:00,TR004,Hassan II,113,clear,0,1.87
2026-01-23 16:34:00,TR009,Bourgogne,65,clear,0,1.06
2026-01-23 21:52:00,TR003,Bourgogne,122,rain,0,2.53
2026-01-23 15:04:00,TR008,Sidi Maarouf,71,clear,0,2.84
2026-01-23 13:59:00,TR004,Massira,53,clear,0,1.71
2026-01-23 08:33:00,TR002,Sidi Maarouf,202,clear,0,3.77
2026-01-23 06:32:00,TR006,Sidi Maarouf,148,clear,0,1.05
2026-01-23 10:40:00,TR006,Sidi Maarouf,98,clear,0,1.17
2026-01-23 19:15:00,TR006,Agdal,70,clear,0,1.49
2026-01-23 14:43:00,TR003,Maarif,121,clear,0,2.04
2026-01-23 07:53:00,TR001,Massira,136,clear,0,3.11
2026-01-23 20:35:00,TR001,Place Mohammed V,133,rain,0,1.6
2026-01-23 20:09:00,TR003,Maarif,131,clear,0,1.35
2026-01-23 09:55:00,TR006,Place Mohammed V,51,clear,0,1.34
2026-01-23 05:48:00,TR003,Massira,144,clear,0,1.42
2026-01-23 22:33:00,TR002,Massira,109,clear,0,1.18
2026-01-23 16:18:00,TR003,Sidi Maarouf,83,clear,0,1.02
2026-01-23 07:05:00,TR010,Bourgogne,188,clear,0,2.48
2026-01-23 18:56:00,TR005,Sidi Maarouf,207,clear,0,3.65
2026-01-23 07:04:00,TR006,Sidi Maarouf,192,clear,0,2.9
2026-01-23 15:45:00,TR010,Racine,117,rain,0,2.3
2026-01-23 10:04:00,TR004,Agdal,62,clear,0,1.11
2026-01-23 17:41:00,TR007,Sidi Maarouf,290,clear,0,4.02
2026-01-23 19:25:00,TR004,Agdal,60,clear,0,1.25
2026-01-23 07:44:00,TR003,Hassan II,280,clear,0,5.02
2026-01-23 09:05:00,TR003,Maarif,70,clear,0,0.75
2026-01-23 19:42:00,TR005,Hassan II,68,clear,0,1.47
2026-01-23 11:46:00,TR007,Bourgogne,64,clear,0,2.32
2026-01-23 15:03:00,TR003,Bourgogne,100,clear,0,1.45
2026-01-23 18:59:00,TR009,Agdal,196,clear,0,3.4
2026-01-23 12:59:00,TR005,Place Mohammed V,71,clear,0,1.11
2026-01-23 05:56:00,TR005,Sidi Maarouf,143,clear,1,10.09
2026-01-23 05:00:00,TR001,Agdal,64,clear,0,1.85
2026-01-23 11:53:00,TR001,Sidi Maarouf,144,clear,0,2.09
2026-01-23 06:22:00,TR003,Hassan II,65,clear,0,1.26
2026-01-23 13:27:00,TR006,Sidi Maarouf,83,clear,0,1.81
2026-01-23 10:20:00,TR008,Agdal,66,clear,1,8.91
2026-01-23 15:59:00,TR006,Massira,81,clear,0,2.1
2026-01-23 17:55:00,TR004,Agdal,259,clear,0,3.22
2026-01-23 09:53:00,TR001,Maarif,130,clear,0,1.97
2026-01-23 15:32:00,TR009,Hassan II,114,clear,0,1.6
2026-01-23 16:30:00,TR002,Maarif,86,clear,0,2.03
2026-01-23 08:54:00,TR001,Sidi Maarouf,62,clear,0,2.89
2026-01-23 18:29:00,TR009,Bourgogne,194,clear,1,9.8
2026-01-23 22:16:00,TR009,Sidi Maarouf,131,clear,0,1.08
2026-01-23 07:41:00,TR006,Agdal,186,clear,0,3.41
2026-01-23 13:07:00,TR002,Massira,103,clear,0,1.06
2026-01-23 14:17:00,TR009,Sidi Maarouf,62,clear,0,0.79
2026-01-23 06:50:00,TR006,Sidi Maarouf,66,rain,0,2.51
2026-01-23 18:03:00,TR010,Sidi Maarouf,224,clear,0,3.88
2026-01-23 16:04:00,TR006,Racine,82,clear,0,1.98
2026-01-23 08:44:00,TR005,Racine,264,rain,0,5.36
2026-01-23 11:51:00,TR006,Racine,126,clear,0,1.51
2026-01-23 05:25:00,TR006,Bourgogne,74,rain,0,2.32
2026-01-23 14:23:00,TR005,Agdal,137,clear,0,1.58
2026-01-23 09:07:00,TR010,Bourgogne,103,clear,0,1.31
2026-01-23 14:57:00,TR002,Hassan II,111,clear,0,1.22
2026-01-23 10:30:00,TR006,Agdal,126,clear,0,1.46
2026-01-23 12:25:00,TR006,Massira,125,clear,0,1.14
2026-01-23 07:04:00,TR006,Bourgogne,147,clear,0,2.78
2026-01-23 13:14:00,TR002,Place Mohammed V,143,clear,0,1.62
2026-01-23 07:50:00,TR006,Bourgogne,262,clear,0,3.1
2026-01-23 05:09:00,TR002,Agdal,149,clear,0,0.83
2026-01-23 16:57:00,TR005,Sidi Maarouf,66,rain,0,1.4
2026-01-23 07:33:00,TR004,Bourgogne,158,rain,0,3.64
2026-01-23 17:12:00,TR005,Sidi Maarouf,117,clear,0,3.03
2026-01-23 16:39:00,TR003,Massira,120,rain,0,2.11
2026-01-23 14:12:00,TR004,Sidi Maarouf,68,clear,0,1.96
2026-01-23 05:39:00,TR009,Racine,112,clear,0,1.84
2026-01-23 14:40:00,TR003,Massira,144,clear,0,2.1
2026-01-23 11:30:00,TR009,Racine,87,clear,0,1.2
2026-01-23 10:05:00,TR003,Massira,79,clear,0,1.02
2026-01-23 13:23:00,TR003,Bourgogne,71,clear,0,1.2
2026-01-23 05:09:00,TR010,Maarif,135,clear,0,1.61
2026-01-23 14:22:00,TR004,Racine,85,rain,0,2.02
2026-01-23 10:12:00,TR007,Maarif,130,clear,0,1.31
2026-01-23 14:20:00,TR009,Agdal,125,clear,0,0.56
2026-01-23 13:07:00,TR010,Sidi Maarouf,127,clear,1,8.93
2026-01-23 10:38:00,TR004,Maarif,114,clear,0,1.71
2026-01-23 22:25:00,TR009,Place Mohammed V,106,rain,0,2.05
2026-01-23 12:43:00,TR008,Place Mohammed V,121,clear,0,1.0
2026-01-23 06:57:00,TR001,Hassan II,108,clear,0,0.95
2026-01-23 12:31:00,TR009,Bourgogne,82,clear,0,0.91
2026-01-23 16:53:00,TR003,Hassan II,106,clear,0,1.76
2026-01-23 12:04:00,TR010,Hassan II,98,clear,0,1.09
2026-01-23 08:38:00,TR009,Place Mohammed V,206,rain,0,4.07
2026-01-23 18:21:00,TR009,Agdal,199,rain,0,3.99
2026-01-23 14:54:00,TR006,Sidi Maarouf,75,clear,0,2.01
2026-01-23 09:43:00,TR006,Racine,114,clear,0,1.34
2026-01-23 09:21:00,TR001,Racine,97,clear,0,0.69
2026-01-23 11:06:00,TR006,Massira,64,rain,0,2.33
2026-01-23 17:36:00,TR009,Bourgogne,200,clear,0,1.94
2026-01-23 08:22:00,TR001,Massira,110,clear,0,3.5
2026-01-23 14:48:00,TR007,Bourgogne,95,clear,0,2.32
2026-01-23 13:28:00,TR007,Sidi Maarouf,55,rain,0,1.99
2026-01-23 06:31:00,TR010,Place Mohammed V,67,rain,0,2.88
2026-01-23 21:27:00,TR010,Massira,128,clear,0,1.49
2026-01-23 05:20:00,TR006,Maarif,120,clear,0,1.42
2026-01-23 17:25:00,TR003,Racine,72,clear,0,2.45
2026-01-23 18:26:00,TR007,Racine,129,rain,0,3.68
2026-01-23 15:29:00,TR009,Maarif,54,clear,0,1.71
2026-01-23 15:52:00,TR009,Agdal,81,clear,0,1.8
2026-01-23 22:21:00,TR007,Maarif,143,clear,0,1.36
2026-01-23 22:14:00,TR010,Racine,127,clear,0,1.71
2026-01-23 07:16:00,TR003,Agdal,224,rain,0,3.98
2026-01-23 20:29:00,TR010,Maarif,142,clear,0,2.36
2026-01-23 10:04:00,TR001,Racine,116,clear,0,1.35
2026-01-23 11:55:00,TR001,Agdal,75,clear,0,1.47
2026-01-23 20:46:00,TR009,Maarif,120,clear,0,1.1
2026-01-23 16:55:00,TR009,Place Mohammed V,106,clear,0,1.47
2026-01-23 10:34:00,TR004,Maarif,69,rain,0,1.66
2026-01-23 15:18:00,TR006,Place Mohammed V,145,clear,0,1.16
2026-01-23 09:09:00,TR001,Racine,107,rain,0,2.24
2026-01-23 19:54:00,TR001,Agdal,141,clear,0,2.21
2026-01-23 20:37:00,TR007,Massira,125,clear,0,1.08
2026-01-23 15:49:00,TR009,Place Mohammed V,93,clear,0,1.17
2026-01-23 17:15:00,TR010,Place Mohammed V,162,clear,0,2.75
2026-01-23 20:22:00,TR001,Hassan II,149,rain,0,2.17
2026-01-23 08:23:00,TR005,Hassan II,210,clear,0,3.53
2026-01-23 12:34:00,TR005,Hassan II,126,rain,0,2.45
2026-01-23 18:18:00,TR001,Agdal,140,rain,0,3.35
2026-01-23 13:27:00,TR001,Bourgogne,97,clear,0,1.25
2026-01-23 16:48:00,TR008,Racine,134,clear,0,1.6
2026-01-23 22:51:00,TR003,Maarif,132,rain,0,1.9
2026-01-23 17:59:00,TR002,Agdal,99,clear,0,3.05
2026-01-23 09:36:00,TR002,Sidi Maarouf,93,clear,0,2.3
2026-01-23 08:12:00,TR009,Maarif,192,clear,0,2.04
2026-01-23 13:51:00,TR002,Racine,143,rain,0,3.32
2026-01-23 19:35:00,TR010,Hassan II,89,clear,0,1.6
2026-01-23 20:51:00,TR007,Agdal,97,clear,0,1.87
2026-01-23 15:30:00,TR009,Racine,106,clear,0,1.41
2026-01-23 20:24:00,TR007,Racine,68,clear,0,1.26
2026-01-23 17:07:00,TR007,Place Mohammed V,187,clear,0,2.87
2026-01-23 22:52:00,TR009,Racine,85,clear,0,1.51
2026-01-23 18:09:00,TR005,Hassan II,179,rain,0,2.87
2026-01-23 17:14:00,TR006,Bourgogne,272,clear,0,3.88
2026-01-23 21:11:00,TR005,Hassan II,89,clear,0,2.26
2026-01-23 08:20:00,TR008,Racine,240,clear,0,3.88
2026-01-23 18:49:00,TR007,Sidi Maarouf,281,clear,1,11.73
2026-01-23 19:04:00,TR010,Place Mohammed V,81,clear,0,0.87
2026-01-23 17:37:00,TR008,Agdal,275,rain,0,5.18
2026-01-23 18:46:00,TR009,Place Mohammed V,80,clear,0,3.72
2026-01-23 11:27:00,TR004,Maarif,62,clear,0,1.43
2026-01-23 06:48:00,TR001,Agdal,72,clear,0,1.23
2026-01-23 19:46:00,TR010,Agdal,51,rain,0,2.38
2026-01-23 15:05:00,TR002,Massira,70,clear,0,1.58
2026-01-23 12:50:00,TR003,Sidi Maarouf,101,clear,0,1.82
2026-01-23 20:52:00,TR009,Hassan II,57,clear,0,1.88
2026-01-23 19:22:00,TR001,Bourgogne,66,clear,0,1.6
2026-01-23 08:46:00,TR008,Maarif,164,clear,0,2.81
2026-01-23 08:03:00,TR003,Sidi Maarouf,279,clear,0,3.78
2026-01-23 21:16:00,TR006,Racine,149,clear,1,9.33
2026-01-23 15:08:00,TR003,Sidi Maarouf,112,rain,0,1.51
2026-01-23 20:19:00,TR009,Massira,122,rain,0,2.09
2026-01-23 09:30:00,TR010,Place Mohammed V,84,clear,0,0.65
2026-01-23 16:09:00,TR002,Hassan II,52,clear,0,0.72
2026-01-23 09:09:00,TR001,Hassan II,101,clear,0,0.6
2026-01-23 17:18:00,TR006,Sidi Maarouf,263,clear,0,4.39
2026-01-23 14:32:00,TR008,Bourgogne,113,clear,0,0.99
2026-01-23 10:59:00,TR006,Bourgogne,109,clear,0,1.45
2026-01-23 15:05:00,TR007,Maarif,122,clear,0,1.21
2026-01-23 17:40:00,TR004,Agdal,240,clear,0,3.49
2026-01-23 13:48:00,TR001,Bourgogne,139,clear,0,1.85
2026-01-23 11:54:00,TR003,Agdal,84,clear,0,1.38
2026-01-23 21:25:00,TR010,Maarif,69,clear,0,0.73
2026-01-23 14:34:00,TR009,Agdal,84,clear,0,2.05
2026-01-23 11:02:00,TR004,Bourgogne,99,clear,0,2.37
2026-01-23 17:11:00,TR005,Place Mohammed V,193,clear,0,2.27
2026-01-23 21:01:00,TR002,Agdal,57,clear,0,0.74
2026-01-23 17:12:00,TR003,Maarif,216,clear,0,3.2
2026-01-23 22:07:00,TR007,Maarif,142,rain,0,2.17
2026-01-23 18:30:00,TR009,Place Mohammed V,194,clear,0,3.31
2026-01-23 07:29:00,TR001,Racine,161,clear,0,2.61
2026-01-23 07:04:00,TR002,Maarif,224,clear,0,3.02
2026-01-23 16:57:00,TR007,Sidi Maarouf,107,clear,0,1.21
2026-01-23 09:17:00,TR005,Bourgogne,125,clear,0,1.39
2026-01-23 09:21:00,TR001,Place Mohammed V,106,rain,0,2.25
2026-01-23 14:50:00,TR004,Sidi Maarouf,121,rain,0,1.95
